"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned4303vs1""","Link","Shipping Rule","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Shipping Rule","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedkl2n2dv""","Link","Coupon Code","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Coupon Code","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedmg16v4v""","Card Break","Settings","2020-01-28 11:49:12.092882","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedga5i52i""","Link","Selling Settings","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Selling Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""neds5e720v""","Link","Terms and Conditions Template","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Terms and Conditions","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""neds04cgl3""","Link","Sales Taxes and Charges Template","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Sales Taxes and Charges Template","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedvan21u2""","Link","UTM Source","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","UTM Source","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned73rtbtc""","Link","Customer Group","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Customer Group","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned1p1qt5v""","Link","Contact","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Contact","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned1aausp2""","Link","Address","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Address","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedd4alcb6""","Link","Territory","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Territory","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedch80i1o""","Link","Campaign","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Campaign","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned87gecu0""","Card Break","Point of Sale","2020-01-28 11:49:12.092882","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedbhdj4bg""","Link","Point-of-Sale Profile","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","POS Profile","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedodqtg1b""","Link","POS Settings","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","POS Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedcju9n95""","Link","POS Opening Entry","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","POS Opening Entry","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedl80lroj""","Link","POS Closing Entry","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","POS Closing Entry","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedjr2l7q9""","Link","Loyalty Program","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Loyalty Program","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedloutupj""","Link","Loyalty Point Entry","2020-01-28 11:49:12.092882","Administrator","","",0,"DocType","Loyalty Point Entry","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedli2jdnd""","Card Break","Key Reports","2020-01-28 11:49:12.092882","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedl1umpp7""","Link","Sales Analytics","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Sales Analytics","","","",1,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedq2o1asi""","Link","Sales Order Analysis","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Sales Order Analysis","","Sales Order","",1,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedm9jk1ir""","Link","Sales Funnel","2020-01-28 11:49:12.092882","Administrator","","",0,"Page","sales-funnel","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned44897ar""","Link","Sales Order Trends","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Sales Order Trends","","Sales Order","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedu8mc6q5""","Link","Quotation Trends","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Quotation Trends","","Quotation","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedde782ia""","Link","Customer Acquisition and Loyalty","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Customer Acquisition and Loyalty","","Customer","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedmppf3dj""","Link","Inactive Customers","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Inactive Customers","","Sales Order","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ned3hs57v3""","Link","Sales Person-wise Transaction Summary","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Sales Person-wise Transaction Summary","","Sales Order","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedud60kkv""","Link","Item-wise Sales History","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Item-wise Sales History","","Item","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedi7bkrc0""","Card Break","Other Reports","2020-01-28 11:49:12.092882","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedip1a4tv""","Link","Customer Addresses And Contacts","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Address And Contacts","","Address","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nedgfhk0dr""","Link","Available Stock for Packing Items","2020-01-28 11:49:12.092882","Administrator","","",0,"Report","Available Stock for Packing Items","","Item","",0,1,"","","","","","","","","","","","","","","","","",""
